論文名稱(中文),畢業學年度,學位類別,作者,博碩士論文網址
社群行銷對消費者購買意願影響之研究— 以保健食品為例,113,碩士,沈念錡,https://hdl.handle.net/11296/5936ct
以有限元素法探討焊接接點之銅/錫及鎳/錫之界金屬化合物對焊接接點強度影響,113,碩士,吳克信,https://hdl.handle.net/11296/726tc6
運用姿勢和相機不變性於行人重識別之對抗性神經網路,113,碩士,林柏宇,https://hdl.handle.net/11296/2g5jfv
登山健行活動融入國小中度身心障礙學童生活管理課程學習成效之行動研究,113,碩士,吳宥翰,https://hdl.handle.net/11296/m57r79
社會情緒學習課程提升國小學習障礙兒童社會情緒能力之行動研究,113,碩士,鄭意蓓,https://hdl.handle.net/11296/kexty3
網路團體諮商實施經驗之探究:以心理師觀點為例,113,碩士,陳俞君,https://hdl.handle.net/11296/p4g8mh
中小企業專業銀行永續作為的挑戰與契機: 以臺灣中小企業銀行為例,113,碩士,鄧學謙,https://hdl.handle.net/11296/zrj4b8
孤狼恐怖主義研究：比較我國重大人為危安事件與國外個案,113,碩士,黃名疆,https://hdl.handle.net/11296/2bru37
關鍵礦物供應鏈與電動車電池產業之政策研究：以WTO適法性為核心,113,碩士,戴維萱,https://hdl.handle.net/11296/745gqc
應用於長期時間序列預測的新穎學習機制,113,碩士,李鴻禧,https://hdl.handle.net/11296/zkkekr
高雄市教保服務人員實施混齡教學困境與因應方式之研究,113,碩士,王琦瑜,https://hdl.handle.net/11296/67qq5t
外商科技公司求職經驗探究—顧客體驗觀點,113,碩士,李昕頤,https://hdl.handle.net/11296/8due62
透過仿生拓樸互鎖與多層結構設計增強複合材料之機械性質,113,碩士,楊  婕,https://hdl.handle.net/11296/pnam45
積體電路實體設計中的可靠度驗證流程之研究,113,博士,吳展良,https://hdl.handle.net/11296/2vdc63
應用eBPF技術改善Modbus TCP通訊協定安全性之可行性研究,113,碩士,詹家奕,https://hdl.handle.net/11296/6z559e
健體領域SSCD課程方案之實踐與五年級學生素養能力之表現-以國小急救課程為例,113,碩士,黃瀞瑩,https://hdl.handle.net/11296/25te28
基於一致多視圖產生和MAT雙結構骨架的單視圖端對端三維物件重建,113,碩士,黃聖龍,https://hdl.handle.net/11296/f6jv4t
實踐導向師培課程培養教育碩士研究生教學專業性研究,113,博士,甘火花,https://hdl.handle.net/11296/zqyf9v
在多裸晶系統中透過身分授權和數據加密增強匯流排通訊安全,113,碩士,王瑞賢,https://hdl.handle.net/11296/dttxb7
可見光與紅外光發光區段之量子點電致發光二極體效率提升之研究,113,博士,黃頌旻,https://hdl.handle.net/11296/93m5at
應用於X-Band之連續模式氮化鎵MMIC高功率放大器設計,113,碩士,莊坤益,https://hdl.handle.net/11296/2uamcb
肺肝組合式晶片平台開發應用於組合式肺癌藥物測試,113,碩士,賴俊佑,https://hdl.handle.net/11296/tf9n5q
零樣本多物件異常檢測與分割模型,113,碩士,何承諭,https://hdl.handle.net/11296/rtd2aq
應用於神經訊號記錄之可抗假象類比數位轉換器,113,碩士,何明耀,https://hdl.handle.net/11296/sw2m6h
Cep57透過液─液相分離機制調控人類中心體的生化和細胞基礎,113,博士,葉弘瑋,https://hdl.handle.net/11296/mq9p9p
耐火合金變形機制之探討,113,碩士,董育穎,https://hdl.handle.net/11296/8aae3w
基於視覺語言模型知識蒸餾與三元特徵精煉之無源域領域自適應,113,碩士,王溆瑄,https://hdl.handle.net/11296/4acn68
1700伏特級4H-SiC TMBS嵌入式溝槽式金氧半電晶體之研究,113,碩士,吳奕潔,https://hdl.handle.net/11296/h689yf
基於增益調製輔以自相干延遲再循環干涉儀之隨機調製綠光水下光達,113,碩士,陳嘉鴻,https://hdl.handle.net/11296/fj2fwh
3-UPU型並聯式機構之剛性增強設計,113,碩士,何品誼,https://hdl.handle.net/11296/stt229
藉由卷積神經網路應用於頭頸部危及器官電腦斷層影像之分割,113,碩士,曾  誠,https://hdl.handle.net/11296/2nssmv
電腦視覺導向的揮發性有機化合物自動進樣,113,碩士,詹景棋,https://hdl.handle.net/11296/x47e42
速度適應之可重構容錯多核心系統,113,碩士,趙駿騰,https://hdl.handle.net/11296/68q5sw
鉬、釕雙重單原子之電催化劑運用於亞硝酸鹽還原,113,碩士,張庭禕,https://hdl.handle.net/11296/4mg6ws
利用異向性磁阻於磁場的量測與應用,113,博士,林士偉,https://hdl.handle.net/11296/s2r3wa
虎斑烏賊的正向類情緒行為探討,113,碩士,賴君亞,https://hdl.handle.net/11296/bxe5y2
奈米電極微流道系統應用於電穿孔,113,碩士,蘇英明,https://hdl.handle.net/11296/jxythj
以風險為基礎之演算法稽核管制框架：重新思考「主體」、「時點」、「客體」和「手段」,113,碩士,何家源,https://hdl.handle.net/11296/rz87p6
國小資訊組長的職涯學習路徑與傳承方式探討,113,碩士,陳暄函,https://hdl.handle.net/11296/vn42rm
學前融合教師於多層級系統支持中對幼兒社會發展看法之相關研究,113,碩士,王盈文,https://hdl.handle.net/11296/kfykt2
最小化延遲無線聯邦式學習之傳輸速率優化,113,碩士,陳柔柔,https://hdl.handle.net/11296/mrwmn4
將個人化主動學習應用於毫米波雷達的行為辨識,113,碩士,江忻哲,https://hdl.handle.net/11296/rd8n8a
基於個體客戶選擇性資料分享的模態感知聯邦半監督學習,113,碩士,李翊辰,https://hdl.handle.net/11296/2h8575
利用被動關節角度與機器學習進行3-UPU型並聯式機構校正,113,碩士,林韋萱,https://hdl.handle.net/11296/248kwu
"氧釩錯合物催化以自由基型式對共軛1,3-烯炔進行不對稱分子間1,2-氧基磷氧基化反應",113,碩士,崔皓洋,https://hdl.handle.net/11296/v63bu9
快時尚風潮與永續發展趨勢下之大學生族群的消費選擇行為,113,碩士,李孟蓁,https://hdl.handle.net/11296/9wygaj
"手性氧釩錯合物催化苯乙烯衍生物以自由基型式進行不對稱1,2–氧硫基化反應",113,碩士,黃秋翰,https://hdl.handle.net/11296/53pku5
一、鈀催化不對稱[3+2]環化反應合成氧雜降冰片烯稠合乙醯亞氨基芪之手性茚衍生物  二、氧釩錯合物催化苯稠氧雜降冰片烯衍生物之自由基磷氧基化暨合環反應,113,碩士,薛瀚軒,https://hdl.handle.net/11296/r78m68
開發部分羥基化鉿、錫金屬團簇與混合材料並應用於電子束微影,113,碩士,周宜臻,https://hdl.handle.net/11296/2qnm6g
大面積單層雙閘極n型二硫化鉬及局部底閘極p型二硒化鎢場效電晶體於單晶片式三維整合互補式反向器應用之研究,113,碩士,黃彩萱,https://hdl.handle.net/11296/34497t
基於市場微觀結構與機器學習的日內交易策略研究,113,碩士,陸明德,https://hdl.handle.net/11296/j58vq2
影響客戶使用AI服務工具意願的關鍵因素，以金融業的聊天機器人服務為例,113,碩士,林芯羽,https://hdl.handle.net/11296/sgenuz
新冠肺炎疫情下職業女性親子互動經驗之研究,113,碩士,陳品帆,https://hdl.handle.net/11296/xdq948
以科技接受模型探究對話機器人系統應用於國小資源班數學教學之研究－以比率和百分率為例,113,碩士,呂  芸,https://hdl.handle.net/11296/gg7pg4
Al2O3基耐火硬質瓷金及陶瓷的研究開發,113,碩士,蔡凱丞,https://hdl.handle.net/11296/jp8yzc
CR-39 固態核軌跡底片應用於航空高度下宇宙輻射量測的可行性研究,113,碩士,林佳盈,https://hdl.handle.net/11296/hqhy28
簡化模型預估肺部腫瘤劑量在硼中子捕獲治療的發展與應用,113,碩士,高肇甫,https://hdl.handle.net/11296/9329f4
複合式高功率脈衝磁控濺鍍和直流磁控濺鍍系統鍍製(AlCrNbSiTi)N/(MoTaW)N 高熵合金多層膜之性質研究,113,碩士,蔡亦嘉,https://hdl.handle.net/11296/2mq2x4
微米與奈米級生物可降解粒子的製備及其應用,113,碩士,黃子庭,https://hdl.handle.net/11296/guf52n
探討得與失的框架訊息對持續運動意願的影響,113,碩士,鍾  綺,https://hdl.handle.net/11296/7x36hx
運用深度學習於X-ray骨折病灶影像之異常分析,113,碩士,潘俊宏,https://hdl.handle.net/11296/7h55cx
在大腸桿菌表現水稻 OsSte12 轉錄因子 影響糖代謝及訊息傳遞之研究,113,碩士,陳致均,https://hdl.handle.net/11296/xsm54h
以城市影像估測PM2.5濃度及AQI之研究,113,碩士,林昱霆,https://hdl.handle.net/11296/c9n53m
從自我調節觀點探討網路口碑完整性、信任與購買意圖之關係 — 以蝦皮為例,113,碩士,莊青山,https://hdl.handle.net/11296/sb7wey
多執行緒優化設計與實現用於應用程式,113,碩士,曾廷修,https://hdl.handle.net/11296/4un7zj
工業 4.0 教育平台的開發與應用-直流模擬訓練系統,113,碩士,謝建興,https://hdl.handle.net/11296/7h9wn4
非對稱三層結構之氧化鋁奈米多孔陶瓷膜製備與顯微結構分析,113,碩士,楊昕穎,https://hdl.handle.net/11296/jz74pn
民間組織工藝推廣模式之研究—以臺灣三個民間組織為例,113,碩士,鄧婉廷,https://hdl.handle.net/11296/726ww5
所得不平等與二氧化碳排放之關聯性,113,碩士,周怡汝,https://hdl.handle.net/11296/c5t544
考慮地方公共設施可近性之二維度經費競租分析,113,碩士,林承漢,https://hdl.handle.net/11296/yngw79
原住民族群主流化之研究：族語復振的政策與現況評估,113,碩士,林育萱,https://hdl.handle.net/11296/3532x2
反芻傾向、人際衝突之情緒調節和憂鬱情緒：以一般社區居民為例,113,碩士,黃鈺文,https://hdl.handle.net/11296/gvuvh7
神經質、復原力、反芻和憂鬱情緒之關聯—身心科門診病人,113,碩士,黃雨昕,https://hdl.handle.net/11296/ywj6h5
品牌形象、知覺價值對顧客忠誠度之影響 –以星巴克為例,113,碩士,吳美貞,https://hdl.handle.net/11296/3tgth5
原住民族高齡者健康老化與文化照顧之研究： 以苗栗縣泰安鄉士林和象鼻文化健康站為例,113,博士,邱惠娟,https://hdl.handle.net/11296/sydn5b
日式漫畫中幽默表現形式之探討-以少年漫畫為例,113,碩士,梁睿珊,https://hdl.handle.net/11296/5fg752
AVM制度導入衛浴配件製造商之個案研究,113,碩士,吳庭豐,https://hdl.handle.net/11296/sp747p
增劃編原住民保留地程序之法律爭議與檢討-以高雄高等行政法院109年度原訴字第5號為例,113,碩士,蘇韓騏峰,https://hdl.handle.net/11296/384swx
一位資深特教老師關注拒學議題之研究,113,碩士,莊宛儒,https://hdl.handle.net/11296/ewza8g
壯世代競技運動選手參賽經驗之敘說研究－以龍舟選手為例,113,碩士,蘇勝中,https://hdl.handle.net/11296/75nphr
居家照顧服務員服務工作項目之好惡和工作滿意度調查研究-以新北市居家服務機構為例,113,碩士,趙令儀,https://hdl.handle.net/11296/7cb5ku
後疫情時代精緻便當店藍海策略探析-從傳統到數位的破蛹羽化,113,碩士,王鼎彥,https://hdl.handle.net/11296/pw6sjc
新北市民眾對防災素養及其知識、態度、行為之調查研究,113,碩士,許碧珠,https://hdl.handle.net/11296/ungjqs
以影像辨識輔助機械手臂線上工件量測系統,113,碩士,周建銘,https://hdl.handle.net/11296/d7jurk
居家使用殺蟲劑與兒童氣喘之關係：台灣出生世代研究,113,碩士,蔡承佑,https://hdl.handle.net/11296/52mhh5
結合限制理論與精實生產提升手工具業生產績效 以A公司為例,113,碩士,吳柏源,https://hdl.handle.net/11296/f97u2c
炁．境．界－丁仕章藝術創作闡述,113,碩士,丁仕章,https://hdl.handle.net/11296/qxa48s
職能發展與工作敬業心關係之研究：探討情感性承諾與互動公平之中介與調節效果,113,碩士,黃千綺,https://hdl.handle.net/11296/y4x388
管家策略對非營利組織關係建立之影響— 善因配適度與社會認可之調節效果,113,博士,阮德心,https://hdl.handle.net/11296/s8m88s
後疫情時代整合型科技模式對國小教師使用 數位學習平台意願之研究—以高雄市為例,113,碩士,蔡幸蓉,https://hdl.handle.net/11296/63x8k2
臺中市國民小學雙語教學現況與困境之調查研究,113,碩士,趙湘濡,https://hdl.handle.net/11296/4hv8r4
ESG表現對企業市場效率的影響-以台灣觀光餐旅、食品工業、 貿易百貨業為例,113,碩士,陳志齊,https://hdl.handle.net/11296/qj87ed
八掌溪魚塭區規劃案例適宜性評估,113,碩士,葉名哲,https://hdl.handle.net/11296/6dxd9k
評估中美貿易戰對亞洲半導體供應鏈之影響：以台灣及韓國上市公司為例,113,碩士,吳奇軒,https://hdl.handle.net/11296/66hx2y
以電化學技術去除廢水中總氮之可行性研究,113,碩士,李顥元,https://hdl.handle.net/11296/yv52vm
探討社區中老年志工心肺復甦術課程學習需求之相關因素,113,碩士,史琬婷,https://hdl.handle.net/11296/jy442v
探討軟珊瑚Lobophytum crassum萃取物對人類口腔鱗狀細胞癌細胞抑制遷移及誘導細胞凋亡之基礎研究,113,博士,王蒔敏,https://hdl.handle.net/11296/4t9gxy
,113,碩士,陳立恩,https://hdl.handle.net/11296/24496u
越南Z世代選擇餐旅館業工作之原因探討:以社會交換理論為基礎,113,碩士,陳玉青,https://hdl.handle.net/11296/j6bn48
探討醫療機構導入麻醉資訊系統之關鍵成功因素,113,碩士,黃語緹,https://hdl.handle.net/11296/wzb45g
促雄性飼料添加劑促進泰國蝦性轉變之大規模田間試驗,113,碩士,徐瑋傑,https://hdl.handle.net/11296/448uj3
基於 FPGA 單晶片整合之多環境車道維持,113,碩士,簡豪甫,https://hdl.handle.net/11296/5k7r66
財務長(CFO)對Non-GAAP盈餘資訊品質的影響之分析,113,碩士,李昇峰,https://hdl.handle.net/11296/6exry4
綠色路跑賽事之服務設計-顧客旅程地圖觀點,113,碩士,黃瑞傑,https://hdl.handle.net/11296/yewvz3
探索教育融入在地文化課程對幼兒學習成效之研究- 以屏東九如檸檬的認知為例,113,碩士,周雅玲,https://hdl.handle.net/11296/w6u4cn
在護理教育中探討基於問題學習的觀點和認知：一項混合方法順序解釋性研究,113,博士,夏瑪夢,https://hdl.handle.net/11296/pcacc7
基於語音轉換Transformer量化之研究,113,碩士,徐鈺鈞,https://hdl.handle.net/11296/hz5haz
書林·印藪— —元朱文印篆法探析與創作研究,113,博士,賀琛博,https://hdl.handle.net/11296/c89m2d
新冠肺炎疫情影響居家服務員留任意願之探討-以中彰投為例,113,碩士,劉雅倫,https://hdl.handle.net/11296/62ja6w
劇情短片《全民嬰檢》 創作論述及製作說明,113,碩士,何煒彤,https://hdl.handle.net/11296/h6e7u4
金融科技環境下企業數位信任與管理機制之研究,113,碩士,黃珮瑄,https://hdl.handle.net/11296/k9rtve
基於FNet之分層知識蒸餾技術在語音轉換 Transformer 中的優化,113,碩士,徐沛荺,https://hdl.handle.net/11296/78n99k
應用於ConvNeXt之高效能硬體加速器設計,113,碩士,賴立勛,https://hdl.handle.net/11296/twde3j
應用演算法於有機發光二極體回授控制與衰減偵測實驗,113,碩士,張浩銓,https://hdl.handle.net/11296/j6xvrc
少子化趨勢下教育產業的衝擊與因應,113,碩士,林若蕎,https://hdl.handle.net/11296/cctsjc
網路投保醫療險與核付相關性之研究,113,碩士,蘇嬑純,https://hdl.handle.net/11296/953bf4
